0.720000	-0.967187	0.032813
0.720500	-0.966995	0.033005
0.721000	-0.966800	0.033200
0.721500	-0.966602	0.033398
0.722000	-0.966400	0.033600
0.722500	-0.966196	0.033804
0.723000	-0.965989	0.034011
0.723500	-0.965778	0.034222
0.724000	-0.965564	0.034436
0.724500	-0.965346	0.034654
0.725000	-0.965125	0.034875
0.725500	-0.964899	0.035101
0.726000	-0.964669	0.035331
0.726500	-0.964435	0.035565
0.727000	-0.964197	0.035803
0.727500	-0.963953	0.036047
0.728000	-0.963705	0.036295
0.728500	-0.963451	0.036549
0.729000	-0.963192	0.036808
0.729500	-0.962927	0.037073
0.730000	-0.962655	0.037345
0.730500	-0.962378	0.037622
0.731000	-0.962093	0.037907
0.731500	-0.961802	0.038198
0.732000	-0.961503	0.038497
0.732500	-0.961195	0.038805
0.733000	-0.960880	0.039120
0.733500	-0.960555	0.039445
0.734000	-0.960221	0.039779
0.734500	-0.959877	0.040123
0.735000	-0.959522	0.040478
0.735500	-0.959155	0.040845
0.736000	-0.958777	0.041223
0.736500	-0.958385	0.041615
0.737000	-0.957980	0.042020
0.737500	-0.957560	0.042440
0.738000	-0.957124	0.042876
0.738500	-0.956671	0.043329
0.739000	-0.956200	0.043800
0.739500	-0.955709	0.044291
0.740000	-0.955198	0.044802
0.740500	-0.954664	0.045336
0.741000	-0.954106	0.045894
0.741500	-0.953521	0.046479
0.742000	-0.952908	0.047092
0.742500	-0.952264	0.047736
0.743000	-0.951587	0.048413
0.743500	-0.950873	0.049127
0.744000	-0.950120	0.049880
0.744500	-0.949324	0.050676
0.745000	-0.948481	0.051519
0.745500	-0.947586	0.052414
0.746000	-0.946634	0.053366
0.746500	-0.945620	0.054380
0.747000	-0.944538	0.055462
0.747500	-0.943379	0.056621
0.748000	-0.942137	0.057863
0.748500	-0.940801	0.059199
0.749000	-0.939362	0.060638
0.749500	-0.937806	0.062194
0.750000	-0.936121	0.063879
0.750500	-0.934289	0.065711
0.751000	-0.932293	0.067707
0.751500	-0.930111	0.069889
0.752000	-0.927718	0.072282
0.752500	-0.925084	0.074916
0.753000	-0.922175	0.077825
0.753500	-0.918949	0.081051
0.754000	-0.915358	0.084642
0.754500	-0.911344	0.088656
0.755000	-0.906835	0.093165
0.755500	-0.901747	0.098253
0.756000	-0.895977	0.104023
0.756500	-0.889398	0.110602
0.757000	-0.881854	0.118146
0.757500	-0.873150	0.126850
0.758000	-0.863044	0.136956
0.758500	-0.851231	0.148769
0.759000	-0.837323	0.162677
0.759500	-0.820829	0.179171
0.760000	-0.801118	0.198882
0.760500	-0.777384	0.222616
0.761000	-0.748598	0.251402
0.761500	-0.713463	0.286537
0.762000	-0.670382	0.329618
0.762500	-0.617493	0.382507
0.763000	-0.552865	0.447135
0.763500	-0.475048	0.524952
0.764000	-0.384285	0.615715
0.764500	-0.284631	0.715369
0.765000	-0.186578	0.813422
0.765500	-0.107942	0.892058
0.766000	-0.069136	0.930864
0.766500	-0.082327	0.917673
0.767000	-0.143006	0.856994
0.767500	-0.233298	0.766702
0.768000	-0.333141	0.666859
0.768500	-0.428388	0.571612
0.769000	-0.512168	0.487832
0.769500	-0.582686	0.417314
0.770000	-0.640742	0.359258
0.770500	-0.688106	0.311894
0.771000	-0.726689	0.273311
0.771500	-0.758211	0.241789
0.772000	-0.784102	0.215898
0.772500	-0.805509	0.194491
0.773000	-0.823333	0.176667
0.773500	-0.838283	0.161717
0.774000	-0.850911	0.149089
0.774500	-0.861650	0.138350
0.775000	-0.870844	0.129156
0.775500	-0.878762	0.121238
0.776000	-0.885620	0.114380
0.776500	-0.891593	0.108407
0.777000	-0.896821	0.103179
0.777500	-0.901418	0.098582
0.778000	-0.905477	0.094523
0.778500	-0.909077	0.090923
0.779000	-0.912281	0.087719
0.779500	-0.915143	0.084857
0.780000	-0.917708	0.082292
