0.015000	0.966490
0.016000	0.972318
0.017000	0.976133
0.018000	0.978775
0.019000	0.980676
0.020000	0.982081
0.021000	0.983137
0.022000	0.983937
0.023000	0.984542
0.024000	0.984996
0.025000	0.985326
0.026000	0.985554
0.027000	0.985694
0.028000	0.985756
0.029000	0.985749
0.030000	0.985676
0.031000	0.985541
0.032000	0.985344
0.033000	0.985085
0.034000	0.984763
0.035000	0.984373
0.036000	0.983912
0.037000	0.983371
0.038000	0.982743
0.039000	0.982015
0.040000	0.981174
0.041000	0.980202
0.042000	0.979075
0.043000	0.977762
0.044000	0.976226
0.045000	0.974413
0.046000	0.972255
0.047000	0.969656
0.048000	0.966482
0.049000	0.962537
0.050000	0.957525
0.051000	0.950978
0.052000	0.942109
0.053000	0.929482
0.054000	0.910164
0.055000	0.877095
0.056000	0.807884
0.057000	0.578381
0.058000	0.002312
0.059000	0.004850
0.060000	0.004604
0.061000	0.002689
0.062000	0.001098
0.063000	0.000219
0.064000	0.000017
0.065000	0.000368
0.066000	0.001142
0.067000	0.002233
0.068000	0.003555
0.069000	0.005040
0.070000	0.006637
0.071000	0.008309
0.072000	0.010024
0.073000	0.011761
0.074000	0.013502
0.075000	0.015235
0.076000	0.016950
0.077000	0.018639
0.078000	0.020298
0.079000	0.021921
0.080000	0.023508
0.081000	0.025055
0.082000	0.026563
0.083000	0.028029
0.084000	0.029455
0.085000	0.030841
0.086000	0.032186
0.087000	0.033491
0.088000	0.034759
0.089000	0.035988
0.090000	0.037180
0.091000	0.038337
0.092000	0.039459
0.093000	0.040547
0.094000	0.041603
0.095000	0.042627
0.096000	0.043620
0.097000	0.044584
0.098000	0.045520
0.099000	0.046427
