730.0	0.615764
724.7	0.556009
719.5	0.431243
714.4	0.203641
709.3	0.006185
704.3	0.346409
699.4	0.886637
694.5	1.204274
689.7	1.391259
685.0	1.532360
680.3	1.662719
675.7	1.797767
671.2	1.946767
666.7	2.118336
662.3	2.322071
658.0	2.564885
653.7	2.841038
649.4	3.124630
645.2	3.376141
641.1	3.556865
637.0	3.638743
633.0	3.609336
629.0	3.474293
625.1	3.255420
621.2	2.983596
617.3	2.689899
613.5	2.399202
609.8	2.127896
606.1	1.884810
602.5	1.673791
598.9	1.528954
595.3	1.398031
591.8	1.275936
588.3	1.167531
584.8	1.071883
581.4	0.987521
578.1	0.913179
574.8	0.847916
571.5	0.791060
568.2	0.742106
565.0	0.700620
561.8	0.666185
