730.0	0.384065	0.388683	0.988119
724.7	0.372512	0.376405	0.989660
719.5	0.360037	0.363231	0.991208
714.4	0.346663	0.349193	0.992757
709.3	0.332427	0.334334	0.994296
704.3	0.317384	0.318716	0.995820
699.4	0.301609	0.302419	0.997323
694.5	0.285203	0.285546	0.998798
689.7	0.268293	0.268228	1.000242
685.0	0.251038	0.250625	1.001646
680.3	0.233630	0.232930	1.003005
675.7	0.216294	0.215366	1.004309
671.2	0.199291	0.198192	1.005548
666.7	0.182911	0.181692	1.006707
662.3	0.167467	0.166176	1.007770
658.0	0.153291	0.151967	1.008714
653.7	0.140718	0.139392	1.009514
649.4	0.130074	0.128768	1.010144
645.2	0.121659	0.120386	1.010579
641.1	0.115730	0.114493	1.010806
637.0	0.112485	0.111280	1.010828
633.0	0.112049	0.110866	1.010670
629.0	0.114470	0.113294	1.010374
625.1	0.119706	0.118522	1.009988
621.2	0.127635	0.126428	1.009554
617.3	0.138061	0.136816	1.009099
613.5	0.150720	0.149430	1.008636
609.8	0.165306	0.163966	1.008171
606.1	0.181480	0.180093	1.007699
602.5	0.198888	0.197463	1.007219
598.9	0.217182	0.215731	1.006727
595.3	0.236026	0.234567	1.006221
591.8	0.255110	0.253664	1.005702
588.3	0.274156	0.272746	1.005169
584.8	0.292920	0.291571	1.004625
581.4	0.311195	0.309933	1.004070
578.1	0.328810	0.327661	1.003507
574.8	0.345627	0.344615	1.002937
571.5	0.361540	0.360688	1.002361
568.2	0.376466	0.375797	1.001780
565.0	0.390347	0.389880	1.001198
561.8	0.403143	0.402896	1.000614
