730.0	0.434264	0.388683
724.7	0.431929	0.376405
719.5	0.428508	0.363231
714.4	0.424058	0.349193
709.3	0.418627	0.334334
704.3	0.412236	0.318716
699.4	0.404877	0.302419
694.5	0.396511	0.285546
689.7	0.387059	0.268228
685.0	0.376386	0.250625
680.3	0.364256	0.232930
675.7	0.350243	0.215366
671.2	0.333535	0.198192
666.7	0.312506	0.181692
662.3	0.283849	0.166176
658.0	0.241507	0.151967
653.7	0.180491	0.139392
649.4	0.121064	0.128768
645.2	0.107073	0.120386
641.1	0.124622	0.114493
637.0	0.140718	0.111280
633.0	0.148335	0.110866
629.0	0.161759	0.113294
625.1	0.162134	0.118522
621.2	0.156318	0.126428
617.3	0.149851	0.136816
613.5	0.144500	0.149430
609.8	0.141785	0.163966
606.1	0.144382	0.180093
602.5	0.157488	0.197463
598.9	0.177902	0.215731
595.3	0.182161	0.234567
591.8	0.178818	0.253664
588.3	0.179847	0.272746
584.8	0.185588	0.291571
581.4	0.194747	0.309933
578.1	0.206361	0.327661
574.8	0.219766	0.344615
571.5	0.234463	0.360688
568.2	0.250044	0.375797
565.0	0.266141	0.389880
561.8	0.282398	0.402896
