730.0	0.313722	0.285394	2.410572
724.7	0.296733	0.281555	2.203305
719.5	0.279272	0.275485	2.016540
714.4	0.262099	0.267668	1.857676
709.3	0.245688	0.258591	1.725508
704.3	0.230300	0.248703	1.616354
699.4	0.216051	0.238390	1.526233
694.5	0.202964	0.227960	1.451576
689.7	0.191007	0.217654	1.389396
685.0	0.180113	0.207642	1.337267
680.3	0.170204	0.198044	1.293239
675.7	0.161197	0.188932	1.255755
671.2	0.153008	0.180349	1.223567
666.7	0.145559	0.172310	1.195672
662.3	0.138779	0.164814	1.171257
658.0	0.132602	0.157849	1.149658
653.7	0.126972	0.151393	1.130324
649.4	0.121836	0.145422	1.112793
645.2	0.117151	0.139908	1.096669
641.1	0.112878	0.134825	1.081607
637.0	0.108985	0.130142	1.067296
633.0	0.105446	0.125836	1.053452
629.0	0.102239	0.121880	1.039801
625.1	0.099348	0.118250	1.026077
621.2	0.096762	0.114927	1.012010
617.3	0.094478	0.111889	0.997324
613.5	0.092496	0.109120	0.981732
609.8	0.090826	0.106604	0.964935
606.1	0.089485	0.104327	0.946639
602.5	0.088496	0.102277	0.926564
598.9	0.087892	0.100443	0.904496
595.3	0.087711	0.098815	0.880348
591.8	0.087989	0.097388	0.854270
588.3	0.088756	0.096153	0.826795
584.8	0.090017	0.095107	0.798993
581.4	0.091730	0.094245	0.772595
578.1	0.093791	0.093567	0.749952
574.8	0.096025	0.093070	0.733724
571.5	0.098206	0.092756	0.726273
568.2	0.100105	0.092625	0.728942
565.0	0.101551	0.092681	0.741592
561.8	0.102469	0.092929	0.762666
