730.0	0.399777	0.388683	1.028542
724.7	0.386671	0.376405	1.027275
719.5	0.372379	0.363231	1.025186
714.4	0.357063	0.349193	1.022540
709.3	0.340882	0.334334	1.019584
704.3	0.323984	0.318716	1.016528
699.4	0.306513	0.302419	1.013539
694.5	0.288611	0.285546	1.010736
689.7	0.270427	0.268228	1.008197
685.0	0.252121	0.250625	1.005969
680.3	0.233877	0.232930	1.004069
675.7	0.215905	0.215366	1.002500
671.2	0.198439	0.198192	1.001250
666.7	0.181746	0.181692	1.000298
662.3	0.166112	0.166176	0.999620
658.0	0.151843	0.151967	0.999186
653.7	0.139248	0.139392	0.998964
649.4	0.128629	0.128768	0.998920
645.2	0.120267	0.120386	0.999016
641.1	0.114403	0.114493	0.999214
637.0	0.111221	0.111280	0.999477
633.0	0.110841	0.110866	0.999773
629.0	0.113303	0.113294	1.000078
625.1	0.118567	0.118522	1.000379
621.2	0.126512	0.126428	1.000668
617.3	0.136945	0.136816	1.000942
613.5	0.149609	0.149430	1.001197
609.8	0.164201	0.163966	1.001431
606.1	0.180388	0.180093	1.001639
602.5	0.197822	0.197463	1.001818
598.9	0.216154	0.215731	1.001963
595.3	0.235053	0.234567	1.002072
591.8	0.254207	0.253664	1.002141
588.3	0.273338	0.272746	1.002170
584.8	0.292200	0.291571	1.002157
581.4	0.310584	0.309933	1.002101
578.1	0.328317	0.327661	1.002003
574.8	0.345256	0.344615	1.001860
571.5	0.361292	0.360688	1.001673
568.2	0.376338	0.375797	1.001442
565.0	0.390334	0.389880	1.001165
561.8	0.403235	0.402896	1.000841
