730.0	0.383345	0.388683	0.986267
724.7	0.372217	0.376405	0.988875
719.5	0.360137	0.363231	0.991482
714.4	0.347125	0.349193	0.994079
709.3	0.333217	0.334334	0.996659
704.3	0.318466	0.318716	0.999216
699.4	0.302946	0.302419	1.001744
694.5	0.286756	0.285546	1.004238
689.7	0.270022	0.268228	1.006690
685.0	0.252904	0.250625	1.009093
680.3	0.235594	0.232930	1.011438
675.7	0.218319	0.215366	1.013710
671.2	0.201342	0.198192	1.015893
666.7	0.184956	0.181692	1.017964
662.3	0.169481	0.166176	1.019891
658.0	0.155255	0.151967	1.021636
653.7	0.142619	0.139392	1.023149
649.4	0.131907	0.128768	1.024372
645.2	0.123425	0.120386	1.025244
641.1	0.117437	0.114493	1.025715
637.0	0.114146	0.111280	1.025760
633.0	0.113681	0.110866	1.025392
629.0	0.116088	0.113294	1.024663
625.1	0.121325	0.118522	1.023651
621.2	0.129264	0.126428	1.022436
617.3	0.139700	0.136816	1.021084
613.5	0.152364	0.149430	1.019638
609.8	0.166938	0.163966	1.018122
606.1	0.183073	0.180093	1.016549
602.5	0.200410	0.197463	1.014923
598.9	0.218589	0.215731	1.013250
595.3	0.237272	0.234567	1.011535
591.8	0.256146	0.253664	1.009787
588.3	0.274932	0.272746	1.008017
584.8	0.293391	0.291571	1.006242
581.4	0.311321	0.309933	1.004479
578.1	0.328562	0.327661	1.002749
574.8	0.344987	0.344615	1.001078
571.5	0.360505	0.360688	0.999491
568.2	0.375051	0.375797	0.998017
565.0	0.388586	0.389880	0.996683
561.8	0.401089	0.402896	0.995514
