0.015000	0.990235
0.016000	0.990080
0.017000	0.989897
0.018000	0.989689
0.019000	0.989457
0.020000	0.989201
0.021000	0.988918
0.022000	0.988607
0.023000	0.988265
0.024000	0.987888
0.025000	0.987474
0.026000	0.987017
0.027000	0.986512
0.028000	0.985953
0.029000	0.985332
0.030000	0.984640
0.031000	0.983866
0.032000	0.982997
0.033000	0.982016
0.034000	0.980903
0.035000	0.979632
0.036000	0.978170
0.037000	0.976476
0.038000	0.974492
0.039000	0.972143
0.040000	0.969322
0.041000	0.965876
0.042000	0.961573
0.043000	0.956035
0.044000	0.948595
0.045000	0.937901
0.046000	0.920533
0.047000	0.883107
0.048000	0.609430
0.049000	0.239999
0.050000	0.136785
0.051000	0.089755
0.052000	0.066055
0.053000	0.056338
0.054000	0.061396
0.055000	0.110012
0.056000	0.573615
0.057000	0.630495
0.058000	0.134137
0.059000	0.049934
0.060000	0.032835
0.061000	0.027145
0.062000	0.025118
0.063000	0.024659
0.064000	0.024989
0.065000	0.025757
0.066000	0.026780
0.067000	0.027957
0.068000	0.029224
0.069000	0.030541
0.070000	0.031881
0.071000	0.033226
0.072000	0.034563
0.073000	0.035885
0.074000	0.037184
0.075000	0.038456
0.076000	0.039700
0.077000	0.040911
0.078000	0.042091
0.079000	0.043238
0.080000	0.044351
0.081000	0.045432
0.082000	0.046480
0.083000	0.047497
0.084000	0.048482
0.085000	0.049436
0.086000	0.050361
0.087000	0.051258
0.088000	0.052126
0.089000	0.052968
0.090000	0.053783
0.091000	0.054573
0.092000	0.055339
0.093000	0.056081
0.094000	0.056801
0.095000	0.057499
0.096000	0.058176
0.097000	0.058833
0.098000	0.059470
0.099000	0.060088
