730.0	0.239337	0.746038
724.7	0.209284	0.776195
719.5	0.156641	0.828838
714.4	0.071110	0.914663
709.3	0.002068	0.985813
704.3	0.110406	0.881426
699.4	0.268136	0.725328
694.5	0.343876	0.649538
689.7	0.373174	0.619889
685.0	0.384048	0.608690
680.3	0.387297	0.605171
675.7	0.387178	0.605068
671.2	0.385833	0.606239
666.7	0.384885	0.607072
662.3	0.385872	0.606047
658.0	0.389777	0.602184
653.7	0.396018	0.596035
649.4	0.402353	0.589783
645.2	0.406440	0.585735
641.1	0.407235	0.584932
637.0	0.404918	0.587226
633.0	0.400154	0.591978
629.0	0.393617	0.598534
625.1	0.385839	0.606373
621.2	0.377209	0.615107
617.3	0.368020	0.624436
613.5	0.358512	0.634116
609.8	0.348904	0.643916
606.1	0.339441	0.653580
602.5	0.330511	0.662706
598.9	0.329843	0.663609
595.3	0.327932	0.665873
591.8	0.323659	0.670468
588.3	0.318439	0.675987
584.8	0.312530	0.682173
581.4	0.306065	0.688890
578.1	0.299213	0.695971
574.8	0.292205	0.703186
571.5	0.285326	0.710253
568.2	0.278881	0.716872
565.0	0.273158	0.722756
561.8	0.268403	0.727662
