730.0	1.188516
724.7	1.251754
719.5	1.337401
714.4	1.454858
709.3	1.527671
704.3	1.453789
699.4	1.370452
694.5	1.341466
689.7	1.347048
685.0	1.372539
680.3	1.413117
675.7	1.467375
671.2	1.528005
666.7	1.573983
662.3	1.592726
658.0	1.599759
653.7	1.609648
649.4	1.623770
645.2	1.638066
641.1	1.647542
637.0	1.647138
633.0	1.631499
629.0	1.594126
625.1	1.525065
621.2	1.406024
617.3	1.209923
613.5	0.950311
609.8	0.761307
606.1	0.732451
602.5	0.785402
598.9	0.862419
595.3	0.870110
591.8	0.837327
588.3	0.788980
584.8	0.742353
581.4	0.705016
578.1	0.678293
574.8	0.660970
571.5	0.651300
568.2	0.648928
565.0	0.659319
561.8	0.706731
