730.0	0.432794	0.369519	1.171235
724.7	0.433328	0.361017	1.200298
719.5	0.433087	0.351340	1.232672
714.4	0.431878	0.340807	1.267220
709.3	0.429587	0.330053	1.301571
704.3	0.426228	0.319765	1.332944
699.4	0.421882	0.310107	1.360441
694.5	0.416630	0.300784	1.385147
689.7	0.410527	0.292193	1.404990
685.0	0.403598	0.284273	1.419753
680.3	0.395843	0.273951	1.444939
675.7	0.387246	0.260342	1.487449
671.2	0.377771	0.244585	1.544536
666.7	0.367355	0.227604	1.614014
662.3	0.355885	0.210990	1.686737
658.0	0.343141	0.197099	1.740958
653.7	0.328682	0.186250	1.764741
649.4	0.311582	0.176933	1.761011
645.2	0.289836	0.168397	1.721148
641.1	0.259257	0.160730	1.612994
637.0	0.213111	0.154219	1.381871
633.0	0.152194	0.149074	1.020933
629.0	0.109222	0.145400	0.751187
625.1	0.108289	0.143250	0.755942
621.2	0.124977	0.142730	0.875618
617.3	0.165598	0.146329	1.131686
613.5	0.167061	0.149372	1.118418
609.8	0.162268	0.153216	1.059077
606.1	0.156012	0.159279	0.979489
602.5	0.150115	0.169670	0.884748
598.9	0.145564	0.184119	0.790598
595.3	0.142968	0.199627	0.716174
591.8	0.142875	0.211688	0.674930
588.3	0.146451	0.228302	0.641479
584.8	0.157508	0.244979	0.642945
581.4	0.184788	0.260409	0.709606
578.1	0.216800	0.275813	0.786038
574.8	0.225054	0.293782	0.766056
571.5	0.227539	0.309442	0.735322
568.2	0.233716	0.323919	0.721525
565.0	0.243289	0.337472	0.720917
561.8	0.255096	0.344296	0.740919
