730.0	1.077618
724.7	1.113627
719.5	1.150050
714.4	1.188204
709.3	1.229211
704.3	1.273944
699.4	1.323252
694.5	1.378475
689.7	1.441920
685.0	1.516480
680.3	1.603578
675.7	1.700308
671.2	1.799073
666.7	1.891303
662.3	1.973069
658.0	2.047118
653.7	2.117640
649.4	2.184672
645.2	2.244248
641.1	2.294312
637.0	2.360138
633.0	2.513463
629.0	2.319977
625.1	2.086162
621.2	1.846760
617.3	1.537692
613.5	1.175277
609.8	0.916838
606.1	0.834748
602.5	0.773625
598.9	0.810079
595.3	0.776473
591.8	0.722300
588.3	0.671685
584.8	0.629539
581.4	0.597124
578.1	0.574316
574.8	0.560409
571.5	0.553989
568.2	0.554902
565.0	0.567551
561.8	0.612759
