730.0	0.300695	0.124740	2.410572
724.7	0.359913	0.163351	2.203305
719.5	0.414659	0.205629	2.016540
714.4	0.464218	0.249892	1.857676
709.3	0.508453	0.294668	1.725508
704.3	0.547568	0.338767	1.616354
699.4	0.581952	0.381299	1.526233
694.5	0.612063	0.421654	1.451576
689.7	0.638373	0.459460	1.389396
685.0	0.661323	0.494533	1.337267
680.3	0.681315	0.526828	1.293239
675.7	0.698701	0.556399	1.255755
671.2	0.713782	0.583362	1.223567
666.7	0.726816	0.607872	1.195672
662.3	0.738014	0.630104	1.171257
658.0	0.747550	0.650237	1.149658
653.7	0.755564	0.668449	1.130324
649.4	0.762163	0.684910	1.112793
645.2	0.767425	0.699778	1.096669
641.1	0.771401	0.713199	1.081607
637.0	0.774116	0.725306	1.067296
633.0	0.775569	0.736217	1.053452
629.0	0.775731	0.746038	1.039801
625.1	0.774549	0.754865	1.026077
621.2	0.771941	0.762780	1.012010
617.3	0.767798	0.769858	0.997324
613.5	0.761983	0.776162	0.981732
609.8	0.754337	0.781748	0.964935
606.1	0.744688	0.786665	0.946639
602.5	0.732870	0.790954	0.926564
598.9	0.718758	0.794650	0.904496
595.3	0.702326	0.797782	0.880348
591.8	0.683735	0.800373	0.854270
588.3	0.663455	0.802443	0.826795
584.8	0.642393	0.804004	0.798993
581.4	0.621990	0.805065	0.772595
578.1	0.604185	0.805632	0.749952
574.8	0.591164	0.805703	0.733724
571.5	0.584849	0.805275	0.726273
568.2	0.586316	0.804339	0.728942
565.0	0.595409	0.802880	0.741592
561.8	0.610804	0.800880	0.762666
