1.250000	0.774770	0.225230
1.260000	0.774489	0.225511
1.270000	0.774198	0.225802
1.280000	0.773897	0.226103
1.290000	0.773584	0.226416
1.300000	0.773260	0.226740
1.310000	0.772923	0.227077
1.320000	0.772571	0.227429
1.330000	0.772204	0.227796
1.340000	0.771819	0.228181
1.350000	0.771416	0.228584
1.360000	0.770992	0.229008
1.370000	0.770544	0.229456
1.380000	0.770071	0.229929
1.390000	0.769569	0.230431
1.400000	0.769034	0.230966
1.410000	0.768462	0.231538
1.420000	0.767849	0.232151
1.430000	0.767187	0.232813
1.440000	0.766470	0.233530
1.450000	0.765690	0.234310
1.460000	0.764835	0.235165
1.470000	0.763891	0.236109
1.480000	0.762843	0.237157
1.490000	0.761669	0.238331
1.500000	0.760343	0.239657
1.510000	0.758828	0.241172
1.520000	0.757080	0.242920
1.530000	0.755037	0.244963
1.540000	0.752615	0.247385
1.550000	0.749697	0.250303
1.560000	0.746120	0.253880
1.570000	0.741652	0.258348
1.580000	0.735962	0.264038
1.590000	0.728596	0.271404
1.600000	0.719013	0.280987
1.610000	0.706914	0.293086
1.620000	0.693634	0.306366
1.630000	0.685684	0.314316
1.640000	0.695581	0.304419
1.650000	0.724366	0.275634
1.660000	0.753701	0.246299
1.670000	0.773313	0.226687
1.680000	0.774477	0.225523
1.690000	0.774788	0.225212
1.700000	0.774872	0.225128
1.710000	0.774857	0.225143
1.720000	0.774792	0.225208
1.730000	0.774697	0.225303
1.740000	0.774583	0.225417
1.750000	0.774457	0.225543
1.760000	0.774322	0.225678
1.770000	0.774180	0.225820
1.780000	0.774033	0.225967
1.790000	0.773883	0.226117
1.800000	0.773729	0.226271
1.810000	0.773572	0.226428
1.820000	0.773413	0.226587
1.830000	0.773252	0.226748
1.840000	0.773088	0.226912
1.850000	0.772922	0.227078
1.860000	0.772754	0.227246
1.870000	0.772584	0.227416
1.880000	0.772412	0.227588
1.890000	0.772238	0.227762
1.900000	0.772061	0.227939
1.910000	0.771881	0.228119
1.920000	0.771699	0.228301
1.930000	0.771514	0.228486
1.940000	0.771326	0.228674
1.950000	0.771134	0.228866
1.960000	0.770939	0.229061
1.970000	0.770740	0.229260
1.980000	0.770537	0.229463
1.990000	0.770330	0.229670
2.000000	0.770117	0.229883
2.010000	0.769899	0.230101
2.020000	0.769675	0.230325
2.030000	0.769444	0.230556
2.040000	0.769206	0.230794
2.050000	0.768960	0.231040
2.060000	0.768705	0.231295
2.070000	0.768439	0.231561
2.080000	0.768161	0.231839
2.090000	0.767871	0.232129
2.100000	0.767565	0.232435
2.110000	0.767242	0.232758
2.120000	0.766899	0.233101
2.130000	0.766532	0.233468
2.140000	0.766138	0.233862
2.150000	0.765712	0.234288
2.160000	0.765247	0.234753
2.170000	0.764735	0.235265
2.180000	0.764167	0.235833
2.190000	0.763529	0.236471
2.200000	0.762803	0.237197
2.210000	0.761966	0.238034
2.220000	0.760988	0.239012
2.230000	0.759823	0.240177
2.240000	0.758412	0.241588
2.250000	0.756671	0.243329
2.260000	0.754481	0.245519
2.270000	0.751687	0.248313
2.280000	0.748113	0.251887
2.290000	0.743675	0.256325
2.300000	0.738766	0.261234
2.310000	0.735103	0.264897
2.320000	0.735971	0.264029
2.330000	0.742808	0.257192
2.340000	0.752006	0.247994
2.350000	0.759686	0.240314
2.360000	0.765548	0.234452
2.370000	0.766037	0.233963
2.380000	0.766171	0.233829
2.390000	0.766194	0.233806
2.400000	0.766162	0.233838
2.410000	0.766097	0.233903
2.420000	0.766010	0.233990
2.430000	0.765909	0.234091
2.440000	0.765796	0.234204
2.450000	0.765675	0.234325
2.460000	0.765547	0.234453
2.470000	0.765414	0.234586
2.480000	0.765276	0.234724
2.490000	0.765134	0.234866
2.500000	0.764988	0.235012
