730.0	1.103817
724.7	1.127900
719.5	1.154020
714.4	1.183316
709.3	1.217210
704.3	1.256829
699.4	1.301586
694.5	1.347377
689.7	1.388080
685.0	1.422031
680.3	1.453095
675.7	1.484708
671.2	1.519070
666.7	1.565838
662.3	1.527842
658.0	1.369754
653.7	1.097831
649.4	0.792849
645.2	0.754602
641.1	0.945452
637.0	1.164405
633.0	1.289931
629.0	1.383239
625.1	1.362182
621.2	1.270229
617.3	1.155946
613.5	1.041709
609.8	0.944840
606.1	0.884138
602.5	0.884370
598.9	0.917120
595.3	0.864926
591.8	0.785673
588.3	0.735292
584.8	0.709069
581.4	0.696730
578.1	0.697235
574.8	0.705516
571.5	0.718434
568.2	0.734048
565.0	0.751194
561.8	0.768430
