730.0	0.312761	0.256341	2.388071
724.7	0.299318	0.257585	2.364497
719.5	0.284200	0.256497	2.249694
714.4	0.268450	0.253308	2.104572
709.3	0.252802	0.248344	1.959705
704.3	0.237729	0.241969	1.827781
699.4	0.223503	0.234556	1.712621
694.5	0.210260	0.226448	1.614096
689.7	0.198044	0.217945	1.530540
685.0	0.186839	0.209295	1.459854
680.3	0.176600	0.200692	1.399985
675.7	0.167263	0.192281	1.349097
671.2	0.158757	0.184166	1.305625
666.7	0.151011	0.176416	1.268257
662.3	0.143956	0.169073	1.235908
658.0	0.137527	0.162158	1.207682
653.7	0.131667	0.155680	1.182837
649.4	0.126322	0.149632	1.160755
645.2	0.121447	0.144005	1.140920
641.1	0.117000	0.138783	1.122891
637.0	0.112946	0.133946	1.106288
633.0	0.109255	0.129475	1.090779
629.0	0.105900	0.125350	1.076066
625.1	0.102861	0.121551	1.061873
621.2	0.100120	0.118058	1.047941
617.3	0.097667	0.114855	1.034021
613.5	0.095492	0.111923	1.019864
609.8	0.093593	0.109249	1.005225
606.1	0.091972	0.106818	0.989854
602.5	0.090634	0.104617	0.973506
598.9	0.089592	0.102636	0.955950
595.3	0.088862	0.100866	0.936990
591.8	0.088464	0.099297	0.916502
588.3	0.088419	0.097924	0.894494
584.8	0.088743	0.096740	0.871180
581.4	0.089443	0.095741	0.847089
578.1	0.090505	0.094924	0.823154
574.8	0.091881	0.094287	0.800771
571.5	0.093485	0.093829	0.781729
568.2	0.095189	0.093551	0.767985
565.0	0.096842	0.093454	0.761259
561.8	0.098299	0.093542	0.762578
